Cusip,ISIN,Description,Ticker,Coupon,Maturity,Composite Rating,Currency,Country,Sector Level 1,Sector Level 2,Sector Level 3,Sector Level 4,Type,Face Value,Price,Accrued Interest,% Weight,Cash,Duration To Worst,Yield to Worst,Effective Duration,Effective Yield,OAS vs Govt,Prior Month-End Price,Prior Month-End Accrued Interest,Prior Month-End % Weight,Prior Month-End Duration To Worst,Prior Month-End Yield To Worst,Prior Month-End Effective Duration,Prior Month-End Effective Yield,Prior Month-End OAS vs Govt,TRR % MTD LOC,Excess Rtn % MTD,Asset Swap Spread,Prior Month-End Asset Swap Spread,OAS vs Swap ,Prior Month-End OAS vs Swap
'1248EPCE',US1248EPCE15,CCO Holdings LLC/ CCO Holdings Capital Corp.,CHTR,4.5,8/15/30,BB2,USD,US,Corporate,Industrials,Media,Cable & Satellite TV,SENR,2786.7,105.249,1.4625,0.19667,0,3.745,3.636,6.145,3.528,274,105.375,1.325,0.19851,3.776,3.61,6.091,3.504,276,0.011,0.135,265,266,271,272
'1248EPCD',US1248EPCD32,CCO Holdings LLC/ CCO Holdings Capital Corp.,CHTR,4.75,3/1/30,BB2,USD,US,Corporate,Industrials,Media,Cable & Satellite TV,SENR,3090.7,106.375,1.332639,0.22016,0,3.364,3.509,5.468,3.505,275,106.095,1.188,0.22137,3.392,3.594,5.485,3.557,284,0.396,0.475,267,276,272,280
'1248EPCB',US1248EPCB75,CCO Holdings LLC/ CCO Holdings Capital Corp.,CHTR,5.375,6/1/29,BB2,USD,US,Corporate,Industrials,Media,Cable & Satellite TV,SENR,1520,108.9485,0.164236,0.10969,0,3.169,3.358,4.62,3.551,285,109.25,0,0.11087,3.2,3.287,4.537,3.474,281,-0.126,-0.108,287,283,281,276
'1248EPBK',US1248EPBK83,CCO Holdings LLC/ CCO Holdings Capital Corp.,CHTR,5.875,5/1/27,BB2,USD,US,Corporate,Industrials,Media,Cable & Satellite TV,SENR,810.7,104.375,0.669097,0.05632,0,0.382,2.05,0.379,2.512,199,104.425,0.49,0.05679,0.412,2.198,0.409,2.643,213,0.123,0.121,151,172,186,199
'03755LAC',US03755LAC81,ChampionX Corporation,CHX,6.375,5/1/26,B1,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SENR,304,100.75,0.726042,0.0204,0,2.988,6.124,3.943,6.11,570,99.9,0.531,0.02038,4.497,6.396,4.077,6.33,592,1.04,1.002,554,574,566,588
'14852LAA',US14852LAA17,Castle United States  Holding Corporation,CISN,9.5,2/15/28,CCC2,USD,US,Corporate,Industrials,Technology & Electronics,Software/Services,SENR,304,96.25,3.0875,0.01997,0,4.909,10.245,4.706,10.227,967,95,2.797,0.01985,4.918,10.501,4.862,10.496,995,1.575,1.611,923,943,965,993
'125581GW',US125581GW24,CIT Group Inc.,CIT,5.25,3/7/25,BB1,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SNPR,506.7,112.508,1.35625,0.03816,0,3.592,1.972,3.6,2.001,171,112.625,1.196,0.0385,3.623,1.966,3.63,1.993,169,0.038,-0.013,175,172,167,164
'125581GX',US125581GX07,CIT Group Inc.,CIT,6.125,3/9/28,BB1,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,T2,405.3,121.5,1.582292,0.03299,0,5.936,2.821,5.975,2.821,222,122.75,1.395,0.03359,5.977,2.663,6.013,2.663,208,-0.856,-0.787,242,227,221,206
'125581GY',US125581GY89,CIT Group Inc.,CIT,4.75,2/16/24,BB1,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SNPR,506.7,108.562,1.530556,0.03689,0,2.713,1.738,2.714,1.763,159,108.75,1.385,0.03726,2.744,1.704,2.745,1.73,154,-0.039,-0.084,155,149,151,144
'125581HA',US125581HA94,CIT Group Inc.,CIT,3.929,6/19/23,BB1,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,506.7,105.375,1.888103,0.03595,0,2.363,1.739,2.36,1.742,162,105.51,1.768,0.03629,2.394,1.711,2.391,1.71,157,-0.014,-0.056,157,151,152,146
'125581GQ',US125581GQ55,CIT Group Inc.,CIT,5,8/15/22,BB1,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SNPR,1162.3,105.75,1.625,0.08254,0,1.594,1.509,1.592,1.509,142,106.375,1.472,0.08369,1.627,1.211,1.624,1.211,111,-0.438,-0.464,135,101,132,98
'125581GR',US125581GR39,CIT Group Inc.,CIT,5,8/1/23,BB1,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SNPR,760,108.5,1.819444,0.05545,0,2.448,1.689,2.447,1.689,157,108.5,1.667,0.0559,2.478,1.724,2.476,1.724,158,0.139,0.096,153,153,148,147
'17302WAB',US17302WAB46,Citgo Holding Inc,CITHOL,9.25,8/1/24,B3,USD,US,Corporate,Industrials,Energy,Oil Refining & Marketing,SECR,1388.3,91.5,3.365972,0.0871,0,2.862,12.205,2.866,12.205,1199,89.25,3.083,0.08558,2.871,13.018,2.875,13.018,1279,2.743,2.7,1115,1172,1193,1272
'17302XAK',US17302XAK28,CITGO Petroleum Corporation,CITPET,7,6/15/25,B1,USD,US,Corporate,Industrials,Energy,Oil Refining & Marketing,SECR,1140,100,3.558333,0.07808,0,2.959,7,3.492,6.968,666,97.5,3.344,0.07675,3.686,7.661,3.653,7.658,734,2.691,2.643,651,707,661,729
'17302XAJ',US17302XAJ54,CITGO Petroleum Corporation,CITPET,6.25,8/15/22,B1,USD,US,Corporate,Industrials,Energy,Oil Refining & Marketing,SECR,658.7,98.75,2.03125,0.0439,0,1.531,7.046,1.529,7.046,697,97.62,1.84,0.04374,1.555,7.757,1.552,7.757,767,1.328,1.303,672,732,686,754
'21627UAA',US21627UAA07,COOKE OMEGA INVESTMENTS INC / ALPHA VESSELCO HOLDINGS INC,CKEALP,8.5,12/15/22,B2,USD,US,Corporate,Industrials,Consumer Goods,Food - Wholesale,SECR,334.4,102.5,4.179167,0.02359,0,1.348,6.732,1.301,6.734,665,103,3.919,0.02387,1.38,6.422,1.079,6.428,633,-0.225,-0.238,659,627,655,620
'18911YAA',US18911YAA38,Cloud Crane LLC,CLDCRN,10.125,8/1/24,CCC1,USD,US,Corporate,Industrials,Services,Support-Services,SECR,418.1,103,3.684375,0.0295,0,1.44,8.117,1.439,8.246,803,102,3.375,0.02941,1.464,8.793,1.524,8.93,870,1.243,1.219,809,864,793,857
'185401AG',US185401AG14,Cleaver-Brooks Inc.,CLEAVB,7.875,3/1/23,CCC1,USD,US,Corporate,Industrials,Capital Goods,Machinery,SECR,380,98,2.209375,0.02518,0,1.948,8.877,1.944,8.877,880,99,1.969,0.02562,1.984,8.362,1.929,8.362,826,-0.752,-0.785,847,798,869,814
'185899AB',US185899AB75,Cleveland-Cliffs Inc,CLF,4.875,1/15/24,B1,USD,US,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SECR,405.3,101.75,1.990625,0.02781,0,1.938,3.993,1.837,4.055,389,101.483,1.842,0.02796,1.967,4.136,2.085,4.195,401,0.403,0.368,379,388,379,389
'18683KAM',US18683KAM36,Cleveland-Cliffs Inc,CLF,5.75,3/1/25,CCC1,USD,US,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,401.5,100.75,1.613194,0.02718,0,2.03,5.382,2.813,5.421,514,99.5,1.438,0.02706,3.669,5.882,3.245,5.844,555,1.412,1.367,503,539,507,549
'185899AG',US185899AG62,Cleveland-Cliffs Inc,CLF,6.75,3/15/26,B1,USD,US,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SECR,856.3,107,1.63125,0.06152,0,2.058,4.867,2.526,4.855,446,107.875,1.425,0.06249,1.218,4.262,1.906,4.478,408,-0.612,-0.635,425,381,440,398
'185899AH',US185899AH46,Cleveland-Cliffs Inc,CLF,5.875,6/1/27,CCC1,USD,US,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,562.3,100.914,0.179514,0.0376,0,3.882,5.64,4.669,5.606,508,99.75,0,0.03745,5.336,5.922,4.927,5.86,534,1.347,1.346,495,519,506,532
'185899AJ',US185899AJ02,Cleveland-Cliffs Inc,CLF,9.875,10/17/25,B1,USD,US,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SECR,967.9,117.0625,1.508681,0.0759,0,1.691,4.086,1.772,4.339,400,116.625,1.207,0.07614,1.718,4.378,1.874,4.615,426,0.627,0.594,416,445,389,414
'18683KAC',US18683KAC53,Cleveland-Cliffs Inc,CLF,6.25,10/1/40,CCC1,USD,US,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,266.2,90,1.232639,0.01606,0,10.634,7.205,10.756,7.205,602,88.195,1.042,0.01586,10.566,7.392,10.681,7.392,627,2.236,2.721,548,564,611,636
'184496AN',US184496AN71,Clean Harbors Inc.,CLH,4.875,7/15/27,BB2,USD,US,Corporate,Industrials,Services,Environmental,SENR,552.3,105.162,1.990625,0.03914,0,1.502,3.033,2.525,3.276,273,105.892,1.842,0.03973,1.535,2.621,2.173,2.962,243,-0.539,-0.561,240,209,266,233
'184496AP',US184496AP20,Clean Harbors Inc.,CLH,5.125,7/15/29,BB2,USD,US,Corporate,Industrials,Services,Environmental,SENR,304,109.1752,2.092708,0.02237,0,3.23,3.086,4.69,3.247,254,109.625,1.936,0.02264,3.262,2.977,4.57,3.148,247,-0.263,-0.25,247,241,250,242
'55448QAQ',US55448QAQ91,Mack-Cali Realty L.P.,CLI,4.5,4/18/22,BB3,USD,US,Corporate,Industrials,Real Estate,REITs,SENR,304,99.79512,0.7125,0.02021,0,1.287,4.654,1.194,4.65,457,98.622,0.575,0.02013,1.311,5.546,1.307,5.546,545,1.321,1.305,441,521,448,533
'55448QAS',US55448QAS57,Mack-Cali Realty L.P.,CLI,3.15,5/15/23,BB3,USD,US,Corporate,Industrials,Real Estate,REITs,SENR,278.7,98.71679,0.23625,0.01824,0,2.305,3.707,2.297,3.707,361,99.287,0.14,0.0185,2.338,3.455,2.305,3.455,333,-0.477,-0.518,343,316,351,322
'131477AQ',US131477AQ49,Calumet Specialty Products Partners LP / Calumet Finance Corp,CLMT,7.75,4/15/23,B3,USD,US,Corporate,Industrials,Energy,Oil Refining & Marketing,SENR,329.3,97,1.227083,0.02139,0,2.064,9.194,2.061,9.194,910,96.698,0.99,0.02148,2.091,9.326,2.088,9.326,922,0.552,0.515,872,879,900,910
'131477AT',US131477AT87,Calumet Specialty Products Partners LP / Calumet Finance Corp,CLMT,11,4/15/25,B3,USD,US,Corporate,Industrials,Energy,Oil Refining & Marketing,SENR,557.3,100.47,1.741667,0.03767,0,2.695,10.817,3.124,10.82,1054,100,1.406,0.03773,2.721,10.99,3.193,10.971,1068,0.795,0.751,1036,1046,1049,1062
'212015AS',US212015AS02,Continental Resources Inc.,CLR,4.375,1/15/28,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,1013,102.142,1.786458,0.06963,0,5.778,4.014,5.948,4.011,342,99.75,1.653,0.06858,5.963,4.416,5.961,4.407,383,2.491,2.551,336,372,340,381
'212015AT',US212015AT84,Continental Resources Inc.,CLR,5.75,1/15/31,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,1520,109.625,0.271528,0.11048,0,7.431,4.501,7.663,4.509,371,107.25,0.096,0.10894,7.425,4.799,7.659,4.8,405,2.376,2.662,377,406,369,401
'212015AH',US212015AH47,Continental Resources Inc.,CLR,5,9/15/22,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,638.2,100.05,1.208333,0.04274,0,0.079,4.325,0.194,4.519,443,100.25,1.056,0.04317,0.083,1.974,0.081,2.046,194,-0.047,-0.05,425,188,429,185
'212015AL',US212015AL58,Continental Resources Inc.,CLR,4.5,4/15/23,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,658.3,103.2858,0.7125,0.04528,0,1.979,2.87,1.979,2.884,278,102.5,0.575,0.0453,2.004,3.271,2.004,3.286,317,0.896,0.858,268,303,268,304
'212015AN',US212015AN15,Continental Resources Inc.,CLR,3.8,6/1/24,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,1013.3,102.5125,0.116111,0.06878,0,3.014,2.977,3.093,2.992,279,101.099,0,0.06839,3.036,3.441,3.157,3.445,322,1.513,1.464,272,312,272,315
'212015AQ',US212015AQ46,Continental Resources Inc.,CLR,4.9,6/1/44,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,709.3,97.4375,0.149722,0.04578,0,13.698,5.088,13.963,5.081,372,93.125,0,0.0441,13.483,5.421,13.744,5.416,411,4.792,5.44,366,393,389,429
'18538UAC',US18538UAC09,Clearwater Seafoods Incorporated,CLRCN,6.875,5/1/25,B3,USD,CA,Corporate,Industrials,Consumer Goods,Food - Wholesale,SENR,253.3,104.64,0.782986,0.01766,0,0.379,3.568,0.376,3.826,353,104.5,0.573,0.01777,0.408,4.117,0.405,4.382,407,0.333,0.331,277,342,340,393
'18538RAJ',US18538RAJ23,Clearwater Paper Corporation,CLW,4.75,8/15/28,BB3,USD,US,Corporate,Industrials,Basic Industry,Forestry/Paper,SENR,278.7,104,1.504167,0.01945,0,4.119,3.807,4.751,3.82,318,104.125,1.359,0.01963,4.15,3.784,4.718,3.789,317,0.019,0.038,305,304,315,313
'18538RAH',US18538RAH66,Clearwater Paper Corporation,CLW,5.375,2/1/25,BB3,USD,US,Corporate,Industrials,Basic Industry,Forestry/Paper,SENR,304,108.35,1.955903,0.02218,0,3.657,3.202,3.668,3.202,292,106.475,1.792,0.02197,3.673,3.683,3.684,3.683,339,1.884,1.833,297,341,288,334
'201723AL',US201723AL70,Commercial Metals Company,CMC,5.375,7/15/27,BB1,USD,US,Corporate,Industrials,Basic Industry,Steel Producers/Products,SENR,304,105.25,2.194792,0.0216,0,1.491,3.605,2.548,3.832,329,105.5,2.031,0.02182,1.522,3.481,2.432,3.745,321,-0.08,-0.099,291,283,323,313
'201723AN',US201723AN37,Commercial Metals Company,CMC,5.75,4/15/26,BB1,USD,US,Corporate,Industrials,Basic Industry,Steel Producers/Products,SENR,354.7,103.25,0.910417,0.02443,0,2.162,4.274,1.508,4.444,403,104,0.735,0.0248,0.367,2.604,0.365,2.948,253,-0.548,-0.551,402,187,395,240
'201723AK',US201723AK97,Commercial Metals Company,CMC,4.875,5/15/23,BB1,USD,US,Corporate,Industrials,Basic Industry,Steel Producers/Products,SENR,334.4,105.25,0.365625,0.02336,0,2.06,2.384,2.061,2.4,230,105,0.217,0.02349,2.089,2.531,2.09,2.547,242,0.379,0.341,222,233,219,230
'226373AP',US226373AP35,Crestwood Midstream Partners LP / Crestwood Midstream Finance Corp.,CMLP,5.75,4/1/25,B1,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,506.7,101,1.134028,0.03423,0,2.112,5.279,2.84,5.34,505,99.25,0.958,0.0339,3.748,5.946,3.397,5.918,561,1.922,1.875,480,545,498,555
'226373AL',US226373AL21,Crestwood Midstream Partners LP / Crestwood Midstream Finance Corp.,CMLP,6.25,4/1/23,B1,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,709.3,100.262,1.232639,0.04761,0,0.295,5.305,0.293,5.382,529,100.453,1.042,0.04806,0.325,4.819,0.323,4.877,476,0,-0.003,514,466,515,464
'226373AQ',US226373AQ18,Crestwood Midstream Partners LP / Crestwood Midstream Finance Corp.,CMLP,5.625,5/1/27,B1,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,608,98.51,0.640625,0.03987,0,5.255,5.907,5.005,5.872,536,96.179,0.469,0.03923,5.26,6.358,5.182,6.349,584,2.59,2.599,519,558,534,582
'20451NAE',US20451NAE13,Compass Minerals International Inc.,CMP,4.875,7/15/24,B1,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SENR,253.3,103.25,1.990625,0.01763,0,3.08,3.853,3.122,3.865,365,103,1.842,0.01773,3.108,3.938,3.153,3.949,372,0.381,0.332,359,364,359,365
'20451NAG',US20451NAG60,Compass Minerals International Inc.,CMP,6.75,12/1/27,B1,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SENR,506.7,109.75,0.20625,0.03685,0,1.849,3.27,2.088,3.727,316,110.19,0,0.03728,1.881,3.104,2.041,3.55,299,-0.212,-0.245,320,304,306,287
'17186HAC',US17186HAC60,Cimpress PLC,CMPR,7,6/15/26,B3,USD,NL,Corporate,Industrials,Media,Printing & Publishing,SENR,608,105.7,3.441667,0.04389,0,3.003,5.201,2.142,5.3,488,102.75,3.228,0.04302,3.012,6.123,3.624,6.206,578,2.985,2.946,495,551,481,573
'26156FAA',US26156FAA12,Dresdner Funding Trust I,CMZB,8.151,6/30/31,BB2,USD,DE,Corporate,Financial,Banking,Banking,T1,1013.3,146.5,3.66795,0.10064,0,6.522,2.164,6.658,2.284,148,147.264,3.419,0.10194,6.559,2.102,6.683,2.207,144,-0.342,-0.176,176,172,145,141
'20259BAA',US20259BAA98,Commerzbank Aktiengesellschaft,CMZB,8.125,9/19/23,BB1,USD,DE,Corporate,Financial,Banking,Banking,T2,1013.3,116.3364,1.873264,0.07922,0,2.491,2.027,2.491,2.027,190,115.818,1.625,0.07945,2.518,2.261,2.517,2.261,211,0.653,0.611,196,217,181,201
'15135BAJ',US15135BAJ08,Centene Corporation,CNC,4.75,1/15/25,BB1,USD,US,Corporate,Industrials,Healthcare,Managed Care,SENR,1216,102.5,1.939583,0.08399,0,0.09,3.242,0.643,3.411,314,103.073,1.794,0.08514,0.16,0.401,0.124,-0.753,-104,-0.408,-0.412,304,-127,300,-114
'15137TAA',US15137TAA88,Centene Escrow I Corporation,CNC,5.375,6/1/26,BB1,USD,US,Corporate,Industrials,Healthcare,Managed Care,SENR,1824,105.127,0.164236,0.12702,0,0.463,2.888,0.577,3.249,282,105.125,0,0.12802,0.493,3.032,0.735,3.396,296,0.158,0.154,264,290,270,281
'15135BAV',US15135BAV36,Centene Corporation,CNC,3.375,2/15/30,BB1,USD,US,Corporate,Industrials,Healthcare,Managed Care,SENR,2024,104.5,1.096875,0.14135,0,3.847,2.615,6.23,2.517,175,104.812,0.994,0.14297,3.879,2.543,6.137,2.463,173,-0.197,-0.087,167,166,172,169
'15135BAR',US15135BAR24,Centene Corporation,CNC,4.25,12/15/27,BB1,USD,US,Corporate,Industrials,Healthcare,Managed Care,SENR,2530.8,105.625,2.089583,0.18029,0,1.888,2.403,2.983,2.678,209,105.682,1.96,0.18188,1.918,2.4,2.964,2.666,209,0.068,0.047,184,184,202,201
'15135BAP',US15135BAP67,Centene Corporation,CNC,4.75,1/15/25,BB1,USD,US,Corporate,Industrials,Healthcare,Managed Care,SENR,1013.3,102.5,1.939583,0.06999,0,0.09,3.242,0.643,3.411,314,103.073,1.794,0.07094,0.16,0.401,0.124,-0.753,-104,-0.408,-0.412,304,-127,300,-114
'15135BAT',US15135BAT89,Centene Corporation,CNC,4.625,12/15/29,BB1,USD,US,Corporate,Industrials,Healthcare,Managed Care,SENR,3546.7,109.616,2.273958,0.26246,0,3.6,2.632,5.08,2.807,206,109.625,2.133,0.26463,3.63,2.643,5.028,2.802,209,0.118,0.157,200,203,203,205
'15135BAW',US15135BAW19,Centene Corporation,CNC,3,10/15/30,BB1,USD,US,Corporate,Industrials,Healthcare,Managed Care,SENR,2229.4,105,0.541667,0.15562,0,8.298,2.413,8.522,2.411,159,105.25,0.45,0.15733,8.331,2.386,8.539,2.383,161,-0.15,0.197,156,157,157,157
'15135BAM',US15135BAM37,Centene Corporation,CNC,5.375,8/15/26,BB1,USD,US,Corporate,Industrials,Healthcare,Managed Care,SENR,757.2,105.875,1.746875,0.0539,0,0.654,2.497,0.684,2.857,241,105.625,1.583,0.0542,0.683,2.95,0.921,3.305,285,0.386,0.38,172,211,231,273
'15137NAA',US15137NAA19,Cengage Learning Inc.,CNGO,9.5,6/15/24,CCC3,USD,US,Corporate,Industrials,Services,Support-Services,SENR,628.3,91.5,4.670834,0.03996,0,2.722,12.569,2.725,12.569,1238,92.75,4.381,0.04074,2.763,12.074,2.765,12.074,1186,-0.988,-1.03,1150,1110,1231,1179
'172441BC',US172441BC09,Cinemark USA Inc.,CNK,8.75,5/1/25,BB2,USD,US,Corporate,Industrials,Leisure,Theaters & Entertainment,SECR,253.3,106.5,0.996528,0.01801,0,2.896,6.573,2.494,6.653,636,107.605,0.729,0.01832,1.318,6.064,1.919,6.201,589,-0.773,-0.801,635,587,629,579
'172441AX',US172441AX54,Cinemark USA Inc.,CNK,5.125,12/15/22,B3,USD,US,Corporate,Industrials,Leisure,Theaters & Entertainment,SENR,405.3,94.75,2.519792,0.02607,0,1.809,8.006,1.808,8.006,792,97.062,2.363,0.0269,1.852,6.689,1.851,6.689,659,-2.168,-2.203,745,625,782,646
'172441AZ',US172441AZ03,Cinemark USA Inc.,CNK,4.875,6/1/23,B3,USD,US,Corporate,Industrials,Leisure,Theaters & Entertainment,SENR,765.1,92.625,0.148958,0.04695,0,2.255,8.235,2.253,8.235,813,94.655,0,0.04835,2.297,7.251,2.295,7.251,713,-1.987,-2.028,756,669,804,701
'72431PAA',US72431PAA03,Cornerstone Building Brands Inc,CNR,8,4/15/26,CCC1,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,653.6,104.875,1.266667,0.04588,0,0.333,5.124,0.409,5.503,510,105.315,1.022,0.0464,0.365,4.201,0.362,4.552,415,-0.184,-0.187,362,318,497,401
'21925DAA',US21925DAA72,Cornerstone Building Brands Inc,CNR,6.125,1/15/29,CCC1,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,506.7,106.125,1.327083,0.03601,0,4.07,4.676,4.468,4.743,408,105.5,1.14,0.03608,4.095,4.826,4.627,4.88,424,0.762,0.781,398,414,404,420
'20903XAF',US20903XAF06,Consolidated Communications Inc.,CNSL,6.5,10/1/28,B2,USD,US,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SECR,760,108,1.263889,0.05492,0,4.792,4.898,4.638,4.888,425,108.393,1.065,0.05554,4.825,4.83,4.556,4.799,419,-0.178,-0.164,424,418,422,415
'12612WAB',US12612WAB00,Xpo Cnw Inc,CNW,6.7,5/1/34,B1,USD,US,Corporate,Industrials,Transportation,Transport Infrastructure/Services,SENR,303.2,117.6615,0.763056,0.02375,0,9.134,4.886,9.238,4.886,393,114.245,0.558,0.02324,9.084,5.21,9.175,5.21,432,3.154,3.537,417,450,392,429
'12653CAC',US12653CAC29,CNX Resources Corporation,CNX,7.25,3/14/27,B1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,709.3,106.496,1.772222,0.05079,0,3.598,5.513,3.23,5.588,509,105.72,1.551,0.0508,3.621,5.723,3.648,5.817,533,0.93,0.899,494,523,505,528
'12654TAA',US12654TAA88,CNX Midstream Partners LP / CNX Midstream Finance Corp,CNXMPF,6.5,3/15/26,B2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,405.3,101.645,1.570833,0.02767,0,2.863,5.933,3.65,5.981,559,101.5,1.372,0.02784,2.892,5.987,3.687,6.022,562,0.334,0.291,540,544,554,557
'20451RAA',US20451RAA05,Compass Group Diversified Holdings LLC,CODI,8,5/1/26,B2,USD,US,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,608,105.036,0.911111,0.0426,0,0.377,5.018,0.408,5.399,499,105.87,0.667,0.04324,0.41,3.297,0.407,3.651,324,-0.553,-0.556,397,273,487,310
'91739VAA',US91739VAA61,USIS Merger Sub Inc,COMINV,6.875,5/1/25,CCC2,USD,US,Corporate,Financial,Insurance,Insurance Brokerage,SENR,623.2,102.875,0.782986,0.04272,0,0.379,3.744,0.376,4.003,370,102.5,0.573,0.04288,0.407,4.852,0.711,5.124,481,0.568,0.561,287,399,358,467
'20338HAB',US20338HAB96,CommScope Technologies LLC,COMM,5,3/15/27,CCC1,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SENR,760,100,1.208333,0.05087,0,3.75,4.998,4.696,4.926,442,99.5,1.056,0.05102,5.281,5.092,4.836,5.034,453,0.649,0.642,425,436,440,451
'20338QAB',US20338QAB95,CommScope Holdings Co Inc,COMM,5.5,3/1/24,B1,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SECR,1266.7,103.125,1.543056,0.08769,0,0.216,3.622,0.555,3.791,362,102.75,1.375,0.08806,2.078,4.203,1.468,4.275,408,0.522,0.495,353,399,348,396
'20338QAA',US20338QAA13,CommScope Holdings Co Inc,COMM,8.25,3/1/27,CCC1,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SENR,1013.3,108,2.314583,0.07393,0,1.137,4.737,1.245,5.138,465,107.75,2.062,0.07429,1.166,5.005,1.373,5.387,490,0.457,0.443,408,437,457,480
'20338QAD',US20338QAD51,CommScope Holdings Co Inc,COMM,6,3/1/26,B1,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SECR,1520,105.75,1.683333,0.108,0,1.158,3.563,1.425,3.854,346,105.5,1.5,0.10858,1.186,3.813,1.655,4.072,367,0.405,0.385,300,325,338,357
'203372AV',US203372AV94,CommScope Inc.,COMM,7.125,7/1/28,CCC1,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SENR,709.3,108.5,3.186458,0.05239,0,2.266,4.87,3.517,5.058,445,106.611,2.969,0.05189,3.801,5.473,4.022,5.565,497,1.923,1.915,424,477,439,493
'20337YAA',US20337YAA55,CommScope Technologies LLC,COMM,6,6/15/25,CCC1,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SENR,1317.3,102.47,2.95,0.09184,0,1.39,4.927,1.501,4.975,466,102.47,2.767,0.09255,1.42,4.945,1.599,5.006,468,0.174,0.15,461,461,457,458
'222070AB',US222070AB02,Coty Inc.,COTY,6.5,4/15/26,CCC2,USD,US,Corporate,Industrials,Consumer Goods,Personal & Household Products,SENR,557.3,97.125,1.029167,0.03618,0,4.382,7.154,4.293,7.146,674,97.5,0.831,0.03659,4.415,7.065,4.291,7.053,664,-0.179,-0.216,649,641,672,661
'13123XAT',US13123XAT90,Callon Petroleum Company,CPE,6.125,10/1/24,CCC3,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,604,54.5,1.207986,0.02225,0,2.863,25.486,2.868,25.486,2526,43,1.021,0.01775,2.711,33.633,2.715,33.633,3339,26.549,26.509,1760,2046,2520,3333
'13123XAZ',US13123XAZ50,Callon Petroleum Company,CPE,6.375,7/1/26,CCC3,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,405.3,51,2.851042,0.01443,0,3.727,22.124,3.742,22.124,2172,35,2.656,0.01019,3.273,32.125,3.284,32.125,3174,43.007,42.984,1461,1742,2170,3171
'144577AH',US144577AH67,Callon Petroleum Company,CPE,6.25,4/15/23,CCC3,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,550,63.75,0.989583,0.02355,0,1.88,28.474,1.877,28.474,2842,47.688,0.799,0.0178,1.755,43.833,1.752,43.833,4379,33.522,33.49,2129,2778,2832,4368
'131347CP',US131347CP95,Calpine Corporation,CPN,4.625,2/1/29,B1,USD,US,Corporate,Utility,Utility,Electric-Generation,SENR,658.7,101.75,1.567361,0.04501,0,4.471,4.241,5.697,4.187,350,103.25,1.426,0.04603,4.514,3.923,5.405,3.893,324,-1.298,-1.245,335,311,348,320
'131347CQ',US131347CQ78,Calpine Corporation,CPN,5,2/1/31,B1,USD,US,Corporate,Utility,Utility,Electric-Generation,SENR,861.3,103,1.694444,0.05964,0,6.549,4.554,6.985,4.473,366,105.5,1.542,0.06155,6.611,4.197,6.693,4.09,332,-2.193,-2.02,353,324,364,329
